arm,rep,case,kind,value,verdict,status,latency_ms
full,1,attack,below-global,110,rejected,400,18.4
full,1,attack,above-global,266,rejected,400,17.4
full,1,attack,above-window,218,rejected,400,18
full,1,attack,below-window,170,rejected,400,18.5
full,1,attack,extreme,1000000,rejected,400,19.3
full,1,attack,negative,-66,rejected,400,18
full,1,legit,in-window,182,ok,200,94.7
full,1,legit,in-window,190,ok,200,110.9
full,1,legit,in-window,198,ok,200,99.9
full,1,timed,in-window,199,ok,200,158.3
full,1,timed,in-window,194,ok,200,143.8
full,1,timed,in-window,176,ok,200,142.3
full,1,timed,in-window,199,ok,200,94
full,1,timed,in-window,197,ok,200,104.6
full,1,timed,in-window,184,ok,200,110.2
full,1,timed,in-window,179,ok,200,93.8
full,1,timed,in-window,181,ok,200,94.1
full,1,timed,in-window,188,ok,200,125.7
full,1,timed,in-window,197,ok,200,94.5
full,1,timed,in-window,185,ok,200,126.5
full,1,timed,in-window,189,ok,200,143.1
full,1,timed,in-window,197,ok,200,126.1
full,1,timed,in-window,200,ok,200,156.7
full,1,timed,in-window,187,ok,200,109.9
full,1,timed,in-window,185,ok,200,155.8
full,1,timed,in-window,202,ok,200,110
full,1,timed,in-window,179,ok,200,156.4
full,1,timed,in-window,182,ok,200,123.8
full,1,timed,in-window,187,ok,200,94.7
full,1,boundary,edge,205,accept(expect accept),200,126
full,1,boundary,edge,205.1,reject(expect reject),400,17.9
full,1,boundary,edge,174.9,reject(expect reject),400,17.9
full,2,attack,below-global,116,rejected,400,16.7
full,2,attack,above-global,268,rejected,400,17.7
full,2,attack,above-window,217,rejected,400,18.7
full,2,attack,below-window,168,rejected,400,19.4
full,2,attack,extreme,1000000,rejected,400,17.5
full,2,attack,negative,-62,rejected,400,2.4
full,2,legit,in-window,182,ok,200,141.8
full,2,legit,in-window,190,ok,200,95
full,2,legit,in-window,198,ok,200,128.5
full,2,timed,in-window,193,ok,200,110.2
full,2,timed,in-window,196,ok,200,141.3
full,2,timed,in-window,194,ok,200,95.6
full,2,timed,in-window,179,ok,200,141
full,2,timed,in-window,176,ok,200,124.5
full,2,timed,in-window,193,ok,200,127.5
full,2,timed,in-window,190,ok,200,94.3
full,2,timed,in-window,179,ok,200,156.3
