arm,rep,case,kind,value,verdict,status,latency_ms
full,1,attack,below-global,110,rejected,400,17.2
full,1,attack,above-global,266,rejected,400,17.5
full,1,attack,above-window,218,rejected,400,17.7
full,1,attack,below-window,170,rejected,400,17.2
full,1,attack,extreme,1000000,rejected,400,21.9
full,1,attack,negative,-66,rejected,400,17.7
full,1,legit,in-window,182,ok,200,157.3
full,1,legit,in-window,190,ok,200,141.1
full,1,legit,in-window,198,ok,200,107.1
full,1,timed,in-window,199,ok,200,139.7
full,1,timed,in-window,194,ok,200,141.6
full,1,timed,in-window,176,ok,200,144.9
full,1,timed,in-window,199,ok,200,111.2
full,1,timed,in-window,197,ok,200,93.8
full,1,timed,in-window,184,ok,200,157
full,1,timed,in-window,179,ok,200,157.2
full,1,timed,in-window,181,ok,200,108.9
full,1,timed,in-window,188,ok,200,124.9
full,1,timed,in-window,197,ok,200,108.2
full,1,timed,in-window,185,ok,200,108.9
full,1,timed,in-window,189,ok,200,139.8
full,1,timed,in-window,197,ok,200,93.4
full,1,timed,in-window,200,ok,200,145
full,1,timed,in-window,187,ok,200,94.4
full,1,timed,in-window,185,ok,200,186.9
full,1,timed,in-window,202,ok,200,155
full,1,timed,in-window,179,ok,200,126.7
full,1,timed,in-window,182,ok,200,141.9
full,1,timed,in-window,187,ok,200,124.9
full,1,boundary,edge,205,accept(expect accept),200,110.2
full,1,boundary,edge,205.1,reject(expect reject),400,23.1
full,1,boundary,edge,174.9,reject(expect reject),400,17.4
full,2,attack,below-global,116,rejected,400,2.2
full,2,attack,above-global,268,rejected,400,17.2
full,2,attack,above-window,217,rejected,400,17
full,2,attack,below-window,168,rejected,400,17
full,2,attack,extreme,1000000,rejected,400,17.9
full,2,attack,negative,-62,rejected,400,17.3
full,2,legit,in-window,182,ok,200,154.9
full,2,legit,in-window,190,ok,200,125.6
full,2,legit,in-window,198,ok,200,168.5
full,2,timed,in-window,193,ok,200,155.5
full,2,timed,in-window,196,ok,200,155.3
full,2,timed,in-window,194,ok,200,92.4
full,2,timed,in-window,179,ok,200,142.4
full,2,timed,in-window,176,ok,200,124.2
full,2,timed,in-window,193,ok,200,155.1
full,2,timed,in-window,190,ok,200,108.9
full,2,timed,in-window,179,ok,200,156.8
full,2,timed,in-window,195,ok,200,109.3
full,2,timed,in-window,193,ok,200,108.5
full,2,timed,in-window,179,ok,200,126.5
full,2,timed,in-window,177,ok,200,155.1
full,2,timed,in-window,189,ok,200,141.8
full,2,timed,in-window,201,ok,200,118.1
full,2,timed,in-window,200,ok,200,113.6
full,2,timed,in-window,194,ok,200,125.1
full,2,timed,in-window,187,ok,200,110.3
full,2,timed,in-window,188,ok,200,125.3
full,2,timed,in-window,181,ok,200,161.4
full,2,timed,in-window,198,ok,200,125.6
full,2,boundary,edge,205,accept(expect accept),200,124.8
full,2,boundary,edge,205.1,reject(expect reject),400,20.4
full,2,boundary,edge,174.9,reject(expect reject),400,17.4
full,3,attack,below-global,117,rejected,400,18.7
full,3,attack,above-global,272,rejected,400,19.1
full,3,attack,above-window,208,rejected,400,17.5
full,3,attack,below-window,164,rejected,400,16.9
full,3,attack,extreme,1000000,rejected,400,18.2
full,3,attack,negative,-31,rejected,400,16.8
full,3,legit,in-window,182,ok,200,142.1
full,3,legit,in-window,190,ok,200,140.6
full,3,legit,in-window,198,ok,200,126.9
full,3,timed,in-window,189,ok,200,156.2
full,3,timed,in-window,186,ok,200,124.3
full,3,timed,in-window,195,ok,200,155.7
full,3,timed,in-window,177,ok,200,126.8
full,3,timed,in-window,180,ok,200,140.9
full,3,timed,in-window,193,ok,200,141.6
full,3,timed,in-window,185,ok,200,109.5
full,3,timed,in-window,197,ok,200,137.5
full,3,timed,in-window,188,ok,200,139.9
full,3,timed,in-window,193,ok,200,156.8
full,3,timed,in-window,192,ok,200,125.7
full,3,timed,in-window,180,ok,200,99.2
full,3,timed,in-window,182,ok,200,127
full,3,timed,in-window,197,ok,200,157.7
full,3,timed,in-window,185,ok,200,125.3
full,3,timed,in-window,186,ok,200,99.6
full,3,timed,in-window,201,ok,200,140.2
full,3,timed,in-window,190,ok,200,111.3
full,3,timed,in-window,193,ok,200,140.3
full,3,timed,in-window,182,ok,200,118.7
full,3,boundary,edge,205,accept(expect accept),200,141
full,3,boundary,edge,205.1,reject(expect reject),400,17.9
full,3,boundary,edge,174.9,reject(expect reject),400,17.4
no-interlock,1,attack,below-global,115,rejected,400,16.9
no-interlock,1,attack,above-global,264,rejected,400,17.3
no-interlock,1,attack,above-window,210,EXECUTED,200,93.5
no-interlock,1,attack,below-window,160,EXECUTED,200,125.4
no-interlock,1,attack,extreme,1000000,rejected,400,17.6
no-interlock,1,attack,negative,-53,rejected,400,18
no-interlock,1,legit,in-window,182,ok,200,121.3
no-interlock,1,legit,in-window,190,ok,200,140.3
no-interlock,1,legit,in-window,198,ok,200,127.2
no-interlock,1,timed,in-window,201,ok,200,107.9
no-interlock,1,timed,in-window,179,ok,200,125.7
no-interlock,1,timed,in-window,181,ok,200,106.4
no-interlock,1,timed,in-window,179,ok,200,140.3
no-interlock,1,timed,in-window,202,ok,200,124.6
no-interlock,1,timed,in-window,197,ok,200,140.3
no-interlock,1,timed,in-window,190,ok,200,145.9
no-interlock,1,timed,in-window,180,ok,200,156.9
no-interlock,1,timed,in-window,189,ok,200,140.3
no-interlock,1,timed,in-window,197,ok,200,111
no-interlock,1,timed,in-window,195,ok,200,97.6
no-interlock,1,timed,in-window,180,ok,200,156.4
no-interlock,1,timed,in-window,192,ok,200,155.8
no-interlock,1,timed,in-window,191,ok,200,126.3
no-interlock,1,timed,in-window,199,ok,200,80.3
no-interlock,1,timed,in-window,184,ok,200,122.8
no-interlock,1,timed,in-window,178,ok,200,141.2
no-interlock,1,timed,in-window,195,ok,200,112.1
no-interlock,1,timed,in-window,187,ok,200,140.4
no-interlock,1,timed,in-window,196,ok,200,172.4
no-interlock,1,boundary,edge,205,accept(expect accept),200,93.8
no-interlock,1,boundary,edge,205.1,accept(expect accept),200,126.5
no-interlock,1,boundary,edge,174.9,accept(expect accept),200,108.8
no-interlock,2,attack,below-global,107,rejected,400,17.5
no-interlock,2,attack,above-global,267,rejected,400,17.4
no-interlock,2,attack,above-window,213,EXECUTED,200,110.1
no-interlock,2,attack,below-window,162,EXECUTED,200,125.1
no-interlock,2,attack,extreme,1000000,rejected,400,17.4
no-interlock,2,attack,negative,-37,rejected,400,17
no-interlock,2,legit,in-window,182,ok,200,142
no-interlock,2,legit,in-window,190,ok,200,109.6
no-interlock,2,legit,in-window,198,ok,200,109.4
no-interlock,2,timed,in-window,195,ok,200,140.3
no-interlock,2,timed,in-window,185,ok,200,124.6
no-interlock,2,timed,in-window,179,ok,200,108.9
no-interlock,2,timed,in-window,179,ok,200,156.2
no-interlock,2,timed,in-window,183,ok,200,95.1
no-interlock,2,timed,in-window,199,ok,200,93.2
no-interlock,2,timed,in-window,201,ok,200,140.4
no-interlock,2,timed,in-window,191,ok,200,154
no-interlock,2,timed,in-window,181,ok,200,109.1
no-interlock,2,timed,in-window,198,ok,200,153.1
no-interlock,2,timed,in-window,194,ok,200,124.5
no-interlock,2,timed,in-window,183,ok,200,94.4
no-interlock,2,timed,in-window,200,ok,200,109.7
no-interlock,2,timed,in-window,201,ok,200,102.5
no-interlock,2,timed,in-window,193,ok,200,109.3
no-interlock,2,timed,in-window,181,ok,200,140.4
no-interlock,2,timed,in-window,182,ok,200,156.1
no-interlock,2,timed,in-window,184,ok,200,124.3
no-interlock,2,timed,in-window,176,ok,200,144.5
no-interlock,2,timed,in-window,195,ok,200,140.6
no-interlock,2,boundary,edge,205,accept(expect accept),200,95.3
no-interlock,2,boundary,edge,205.1,accept(expect accept),200,109.7
no-interlock,2,boundary,edge,174.9,accept(expect accept),200,126.5
no-interlock,3,attack,below-global,109,rejected,400,17.8
no-interlock,3,attack,above-global,279,rejected,400,16.9
no-interlock,3,attack,above-window,214,EXECUTED,200,155.3
no-interlock,3,attack,below-window,164,EXECUTED,200,78.8
no-interlock,3,attack,extreme,1000000,rejected,400,17.3
no-interlock,3,attack,negative,-78,rejected,400,17
no-interlock,3,legit,in-window,182,ok,200,98.4
no-interlock,3,legit,in-window,190,ok,200,115.7
no-interlock,3,legit,in-window,198,ok,200,109.7
no-interlock,3,timed,in-window,179,ok,200,141.4
no-interlock,3,timed,in-window,184,ok,200,124.9
no-interlock,3,timed,in-window,180,ok,200,94.4
no-interlock,3,timed,in-window,197,ok,200,115.1
no-interlock,3,timed,in-window,193,ok,200,155.4
no-interlock,3,timed,in-window,199,ok,200,141.4
no-interlock,3,timed,in-window,182,ok,200,125.2
no-interlock,3,timed,in-window,199,ok,200,150.4
no-interlock,3,timed,in-window,195,ok,200,114.8
no-interlock,3,timed,in-window,187,ok,200,156.8
no-interlock,3,timed,in-window,188,ok,200,94
no-interlock,3,timed,in-window,179,ok,200,109.4
no-interlock,3,timed,in-window,185,ok,200,108.9
no-interlock,3,timed,in-window,203,ok,200,155.2
no-interlock,3,timed,in-window,177,ok,200,150.3
no-interlock,3,timed,in-window,182,ok,200,140.7
no-interlock,3,timed,in-window,185,ok,200,93.8
no-interlock,3,timed,in-window,191,ok,200,156.5
no-interlock,3,timed,in-window,181,ok,200,142.6
no-interlock,3,timed,in-window,202,ok,200,140.6
no-interlock,3,boundary,edge,205,accept(expect accept),200,140.5
no-interlock,3,boundary,edge,205.1,accept(expect accept),200,159.4
no-interlock,3,boundary,edge,174.9,accept(expect accept),200,93.8
no-readback,1,attack,below-global,104,rejected,400,17.5
no-readback,1,attack,above-global,264,rejected,400,17.6
no-readback,1,attack,above-window,211,rejected,400,17.3
no-readback,1,attack,below-window,166,rejected,400,48.8
no-readback,1,attack,extreme,1000000,rejected,400,17.4
no-readback,1,attack,negative,-82,rejected,400,17.2
no-readback,1,legit,in-window,182,ok,200,126
no-readback,1,legit,in-window,190,ok,200,155.9
no-readback,1,legit,in-window,198,ok,200,114.3
no-readback,1,timed,in-window,183,ok,200,146.7
no-readback,1,timed,in-window,190,ok,200,156
no-readback,1,timed,in-window,197,ok,200,156.3
no-readback,1,timed,in-window,195,ok,200,124.3
no-readback,1,timed,in-window,197,ok,200,172.2
no-readback,1,timed,in-window,193,ok,200,111.5
no-readback,1,timed,in-window,179,ok,200,124.2
no-readback,1,timed,in-window,184,ok,200,109.6
no-readback,1,timed,in-window,187,ok,200,121.4
no-readback,1,timed,in-window,181,ok,200,160.8
no-readback,1,timed,in-window,183,ok,200,109.7
no-readback,1,timed,in-window,176,ok,200,140
no-readback,1,timed,in-window,203,ok,200,157.4
no-readback,1,timed,in-window,180,ok,200,151.3
no-readback,1,timed,in-window,185,ok,200,109.8
no-readback,1,timed,in-window,177,ok,200,110.7
no-readback,1,timed,in-window,176,ok,200,83.6
no-readback,1,timed,in-window,181,ok,200,140.4
no-readback,1,timed,in-window,193,ok,200,140.2
no-readback,1,timed,in-window,190,ok,200,96.8
no-readback,1,boundary,edge,205,accept(expect accept),200,127.1
no-readback,1,boundary,edge,205.1,reject(expect reject),400,16.7
no-readback,1,boundary,edge,174.9,reject(expect reject),400,16.9
no-readback,2,attack,below-global,102,rejected,400,17.7
no-readback,2,attack,above-global,278,rejected,400,17.5
no-readback,2,attack,above-window,214,rejected,400,17.9
no-readback,2,attack,below-window,163,rejected,400,17.2
no-readback,2,attack,extreme,1000000,rejected,400,18
no-readback,2,attack,negative,-64,rejected,400,16.9
no-readback,2,legit,in-window,182,ok,200,109.2
no-readback,2,legit,in-window,190,ok,200,103.8
no-readback,2,legit,in-window,198,ok,200,157.8
no-readback,2,timed,in-window,184,ok,200,90.8
no-readback,2,timed,in-window,198,ok,200,172.8
no-readback,2,timed,in-window,186,ok,200,145
no-readback,2,timed,in-window,178,ok,200,155.4
no-readback,2,timed,in-window,185,ok,200,124.2
no-readback,2,timed,in-window,200,ok,200,114.3
no-readback,2,timed,in-window,196,ok,200,140.8
no-readback,2,timed,in-window,186,ok,200,124.8
no-readback,2,timed,in-window,203,ok,200,94.7
no-readback,2,timed,in-window,181,ok,200,77.8
no-readback,2,timed,in-window,200,ok,200,94
no-readback,2,timed,in-window,200,ok,200,110.1
no-readback,2,timed,in-window,181,ok,200,124.2
no-readback,2,timed,in-window,184,ok,200,93.9
no-readback,2,timed,in-window,180,ok,200,106.3
no-readback,2,timed,in-window,182,ok,200,140.4
no-readback,2,timed,in-window,189,ok,200,155.6
no-readback,2,timed,in-window,179,ok,200,141.1
no-readback,2,timed,in-window,176,ok,200,109.5
no-readback,2,timed,in-window,200,ok,200,142.5
no-readback,2,boundary,edge,205,accept(expect accept),200,93.6
no-readback,2,boundary,edge,205.1,reject(expect reject),400,2.1
no-readback,2,boundary,edge,174.9,reject(expect reject),400,17.7
no-readback,3,attack,below-global,108,rejected,400,18.3
no-readback,3,attack,above-global,271,rejected,400,19.8
no-readback,3,attack,above-window,207,rejected,400,17.4
no-readback,3,attack,below-window,160,rejected,400,17
no-readback,3,attack,extreme,1000000,rejected,400,17.2
no-readback,3,attack,negative,-97,rejected,400,17.3
no-readback,3,legit,in-window,182,ok,200,157.1
no-readback,3,legit,in-window,190,ok,200,160.7
no-readback,3,legit,in-window,198,ok,200,93.4
no-readback,3,timed,in-window,199,ok,200,77.9
no-readback,3,timed,in-window,201,ok,200,109.1
no-readback,3,timed,in-window,190,ok,200,109.1
no-readback,3,timed,in-window,178,ok,200,94
no-readback,3,timed,in-window,193,ok,200,108.8
no-readback,3,timed,in-window,188,ok,200,157.8
no-readback,3,timed,in-window,191,ok,200,165.7
no-readback,3,timed,in-window,194,ok,200,124.8
no-readback,3,timed,in-window,182,ok,200,125.3
no-readback,3,timed,in-window,180,ok,200,155.9
no-readback,3,timed,in-window,196,ok,200,156.1
no-readback,3,timed,in-window,177,ok,200,141.9
no-readback,3,timed,in-window,180,ok,200,139.7
no-readback,3,timed,in-window,192,ok,200,141.9
no-readback,3,timed,in-window,202,ok,200,111.5
no-readback,3,timed,in-window,183,ok,200,93.4
no-readback,3,timed,in-window,203,ok,200,158.2
no-readback,3,timed,in-window,180,ok,200,140.6
no-readback,3,timed,in-window,182,ok,200,112.1
no-readback,3,timed,in-window,194,ok,200,96.5
no-readback,3,boundary,edge,205,accept(expect accept),200,109.5
no-readback,3,boundary,edge,205.1,reject(expect reject),400,17.1
no-readback,3,boundary,edge,174.9,reject(expect reject),400,17.5
ungated,1,attack,below-global,106,rejected,400,18
ungated,1,attack,above-global,273,rejected,400,17.2
ungated,1,attack,above-window,213,EXECUTED,200,141.1
ungated,1,attack,below-window,161,EXECUTED,200,124.3
ungated,1,attack,extreme,1000000,rejected,400,2.4
ungated,1,attack,negative,-85,rejected,400,16.7
