arm,rep,case,kind,value,verdict,status,latency_ms
full,1,attack,below-global,110,rejected,400,17.7
full,1,attack,above-global,266,rejected,400,16.6
full,1,attack,above-window,218,rejected,400,17.3
full,1,attack,below-window,170,rejected,400,17.1
full,1,attack,extreme,1000000,rejected,400,17.7
full,1,attack,negative,-66,rejected,400,17.2
full,1,legit,in-window,182,ok,200,93.9
full,1,legit,in-window,190,ok,200,156.3
full,1,legit,in-window,198,ok,200,156.3
full,1,timed,in-window,199,ok,200,110
full,1,timed,in-window,194,ok,200,125.8
full,1,timed,in-window,176,ok,200,140.5
full,1,timed,in-window,199,ok,200,125.1
full,1,timed,in-window,197,ok,200,78.4
full,1,timed,in-window,184,ok,200,126.6
full,1,timed,in-window,179,ok,200,109.7
full,1,timed,in-window,181,ok,200,155.9
full,1,timed,in-window,188,ok,200,124.7
full,1,timed,in-window,197,ok,200,141.5
full,1,timed,in-window,185,ok,200,127.1
full,1,timed,in-window,189,ok,200,94.2
full,1,timed,in-window,197,ok,200,156.5
full,1,timed,in-window,200,ok,200,140.5
full,1,timed,in-window,187,ok,200,124
full,1,timed,in-window,185,ok,200,94.5
full,1,timed,in-window,202,ok,200,126.6
full,1,timed,in-window,179,ok,200,110.3
full,1,timed,in-window,182,ok,200,124.5
full,1,timed,in-window,187,ok,200,109.8
full,1,boundary,edge,205,accept(expect accept),200,156.6
full,1,boundary,edge,205.1,reject(expect reject),400,17
full,1,boundary,edge,174.9,reject(expect reject),400,17
full,2,attack,below-global,116,rejected,400,18.2
full,2,attack,above-global,268,rejected,400,18
full,2,attack,above-window,217,rejected,400,17.1
full,2,attack,below-window,168,rejected,400,17.6
full,2,attack,extreme,1000000,rejected,400,18.5
full,2,attack,negative,-62,rejected,400,17.1
full,2,legit,in-window,182,ok,200,79
full,2,legit,in-window,190,ok,200,129.2
full,2,legit,in-window,198,ok,200,124.8
full,2,timed,in-window,193,ok,200,141
full,2,timed,in-window,196,ok,200,155.8
full,2,timed,in-window,194,ok,200,110.1
full,2,timed,in-window,179,ok,200,157.2
full,2,timed,in-window,176,ok,200,95.5
full,2,timed,in-window,193,ok,200,156.9
full,2,timed,in-window,190,ok,200,171.7
full,2,timed,in-window,179,ok,200,155.8
full,2,timed,in-window,195,ok,200,156.8
full,2,timed,in-window,193,ok,200,142.6
full,2,timed,in-window,179,ok,200,140.7
full,2,timed,in-window,177,ok,200,139.3
full,2,timed,in-window,189,ok,200,94
full,2,timed,in-window,201,ok,200,141.7
full,2,timed,in-window,200,ok,200,158
full,2,timed,in-window,194,ok,200,95
full,2,timed,in-window,187,ok,200,111.4
full,2,timed,in-window,188,ok,200,139.8
full,2,timed,in-window,181,ok,200,94.6
full,2,timed,in-window,198,ok,200,126.5
full,2,boundary,edge,205,accept(expect accept),200,131.9
full,2,boundary,edge,205.1,reject(expect reject),400,17.1
full,2,boundary,edge,174.9,reject(expect reject),400,17.3
full,3,attack,below-global,117,rejected,400,17.5
full,3,attack,above-global,272,rejected,400,16.9
full,3,attack,above-window,208,rejected,400,17.3
full,3,attack,below-window,164,rejected,400,17.8
full,3,attack,extreme,1000000,rejected,400,17.3
full,3,attack,negative,-31,rejected,400,16.8
full,3,legit,in-window,182,ok,200,142.1
full,3,legit,in-window,190,ok,200,140.8
full,3,legit,in-window,198,ok,200,141.9
full,3,timed,in-window,189,ok,200,109.3
full,3,timed,in-window,186,ok,200,171.8
full,3,timed,in-window,195,ok,200,143
full,3,timed,in-window,177,ok,200,93.5
full,3,timed,in-window,180,ok,200,155.9
full,3,timed,in-window,193,ok,200,158.6
full,3,timed,in-window,185,ok,200,110.3
full,3,timed,in-window,197,ok,200,139.2
full,3,timed,in-window,188,ok,200,93.7
full,3,timed,in-window,193,ok,200,156.6
full,3,timed,in-window,192,ok,200,156.1
full,3,timed,in-window,180,ok,200,93.2
full,3,timed,in-window,182,ok,200,156.3
full,3,timed,in-window,197,ok,200,125.5
full,3,timed,in-window,185,ok,200,95
full,3,timed,in-window,186,ok,200,109
full,3,timed,in-window,201,ok,200,171
full,3,timed,in-window,190,ok,200,95.6
full,3,timed,in-window,193,ok,200,109.4
full,3,timed,in-window,182,ok,200,125.9
full,3,boundary,edge,205,accept(expect accept),200,123.9
full,3,boundary,edge,205.1,reject(expect reject),400,17
full,3,boundary,edge,174.9,reject(expect reject),400,16.8
no-interlock,1,attack,below-global,115,rejected,400,18
no-interlock,1,attack,above-global,264,rejected,400,18.2
no-interlock,1,attack,above-window,210,EXECUTED,200,94.6
no-interlock,1,attack,below-window,160,EXECUTED,200,140.2
no-interlock,1,attack,extreme,1000000,rejected,400,17.8
no-interlock,1,attack,negative,-53,rejected,400,16.9
no-interlock,1,legit,in-window,182,ok,200,125.1
no-interlock,1,legit,in-window,190,ok,200,95.7
no-interlock,1,legit,in-window,198,ok,200,109.3
no-interlock,1,timed,in-window,201,ok,200,94.2
no-interlock,1,timed,in-window,179,ok,200,140.5
no-interlock,1,timed,in-window,181,ok,200,95
no-interlock,1,timed,in-window,179,ok,200,124.8
no-interlock,1,timed,in-window,202,ok,200,126.3
no-interlock,1,timed,in-window,197,ok,200,99.5
no-interlock,1,timed,in-window,190,ok,200,143.1
no-interlock,1,timed,in-window,180,ok,200,142.2
no-interlock,1,timed,in-window,189,ok,200,126.1
no-interlock,1,timed,in-window,197,ok,200,125
no-interlock,1,timed,in-window,195,ok,200,125.6
no-interlock,1,timed,in-window,180,ok,200,156.9
no-interlock,1,timed,in-window,192,ok,200,93.7
no-interlock,1,timed,in-window,191,ok,200,124.4
no-interlock,1,timed,in-window,199,ok,200,94.8
no-interlock,1,timed,in-window,184,ok,200,109.8
no-interlock,1,timed,in-window,178,ok,200,156.3
no-interlock,1,timed,in-window,195,ok,200,110.2
no-interlock,1,timed,in-window,187,ok,200,109
no-interlock,1,timed,in-window,196,ok,200,156.3
no-interlock,1,boundary,edge,205,accept(expect accept),200,94.8
no-interlock,1,boundary,edge,205.1,accept(expect accept),200,109.2
no-interlock,1,boundary,edge,174.9,accept(expect accept),200,125.7
no-interlock,2,attack,below-global,107,rejected,400,17.4
no-interlock,2,attack,above-global,267,rejected,400,16.9
no-interlock,2,attack,above-window,213,EXECUTED,200,127
no-interlock,2,attack,below-window,162,EXECUTED,200,94.5
no-interlock,2,attack,extreme,1000000,rejected,400,17
no-interlock,2,attack,negative,-37,rejected,400,17.9
no-interlock,2,legit,in-window,182,ok,200,95
no-interlock,2,legit,in-window,190,ok,200,156.3
no-interlock,2,legit,in-window,198,ok,200,95.1
no-interlock,2,timed,in-window,195,ok,200,142
no-interlock,2,timed,in-window,185,ok,200,109.6
no-interlock,2,timed,in-window,179,ok,200,141.1
no-interlock,2,timed,in-window,179,ok,200,93.6
no-interlock,2,timed,in-window,183,ok,200,103.8
no-interlock,2,timed,in-window,199,ok,200,94.2
no-interlock,2,timed,in-window,201,ok,200,95.6
no-interlock,2,timed,in-window,191,ok,200,94.6
no-interlock,2,timed,in-window,181,ok,200,125.5
no-interlock,2,timed,in-window,198,ok,200,82.4
no-interlock,2,timed,in-window,194,ok,200,141
no-interlock,2,timed,in-window,183,ok,200,141.1
no-interlock,2,timed,in-window,200,ok,200,125.3
no-interlock,2,timed,in-window,201,ok,200,101.2
no-interlock,2,timed,in-window,193,ok,200,110.1
no-interlock,2,timed,in-window,181,ok,200,157.2
no-interlock,2,timed,in-window,182,ok,200,79.7
no-interlock,2,timed,in-window,184,ok,200,95.6
no-interlock,2,timed,in-window,176,ok,200,125.5
no-interlock,2,timed,in-window,195,ok,200,125.7
no-interlock,2,boundary,edge,205,accept(expect accept),200,140.7
no-interlock,2,boundary,edge,205.1,accept(expect accept),200,157.9
no-interlock,2,boundary,edge,174.9,accept(expect accept),200,94.3
no-interlock,3,attack,below-global,109,rejected,400,16.6
no-interlock,3,attack,above-global,279,rejected,400,16.7
no-interlock,3,attack,above-window,214,EXECUTED,200,94
no-interlock,3,attack,below-window,164,EXECUTED,200,109.2
no-interlock,3,attack,extreme,1000000,rejected,400,17
no-interlock,3,attack,negative,-78,rejected,400,17.5
no-interlock,3,legit,in-window,182,ok,200,153.2
no-interlock,3,legit,in-window,190,ok,200,95.6
no-interlock,3,legit,in-window,198,ok,200,156
no-interlock,3,timed,in-window,179,ok,200,110.8
no-interlock,3,timed,in-window,184,ok,200,108.8
no-interlock,3,timed,in-window,180,ok,200,143.4
no-interlock,3,timed,in-window,197,ok,200,111
no-interlock,3,timed,in-window,193,ok,200,93.7
no-interlock,3,timed,in-window,199,ok,200,129.6
no-interlock,3,timed,in-window,182,ok,200,140.7
