arm,rep,case,kind,value,verdict,status,latency_ms
full,1,attack,below-global,110,rejected,400,30.8
full,1,attack,above-global,266,rejected,400,2128
full,1,attack,above-window,218,rejected,400,18.4
full,1,attack,below-window,170,rejected,400,18.1
full,1,attack,extreme,1000000,rejected,400,18.8
full,1,attack,negative,-66,rejected,400,17.5
full,1,legit,in-window,182,ok,200,126
full,1,legit,in-window,190,ok,200,157
full,1,legit,in-window,198,ok,200,126
full,1,timed,in-window,199,ok,200,126.2
full,1,timed,in-window,194,ok,200,156
full,1,timed,in-window,176,ok,200,109
full,1,timed,in-window,199,ok,200,156.1
full,1,timed,in-window,197,ok,200,110.2
full,1,timed,in-window,184,ok,200,110.1
full,1,timed,in-window,179,ok,200,283.3
full,1,timed,in-window,181,ok,200,91.5
full,1,timed,in-window,188,ok,200,156.9
full,1,timed,in-window,197,ok,200,126.4
full,1,timed,in-window,185,ok,200,126.4
full,1,timed,in-window,189,ok,200,110.3
full,1,timed,in-window,197,ok,200,94.8
full,1,timed,in-window,200,ok,200,94.2
full,1,timed,in-window,187,ok,200,127.3
full,1,timed,in-window,185,ok,200,108.9
full,1,timed,in-window,202,ok,200,141
full,1,timed,in-window,179,ok,200,109.5
full,1,timed,in-window,182,ok,200,157.5
full,1,timed,in-window,187,ok,200,126.6
full,1,boundary,edge,205,accept(expect accept),200,109.4
full,1,boundary,edge,205.1,reject(expect reject),400,17.8
full,1,boundary,edge,174.9,reject(expect reject),400,17.6
full,2,attack,below-global,116,rejected,400,18.2
full,2,attack,above-global,268,rejected,400,18.8
full,2,attack,above-window,217,rejected,400,17.8
full,2,attack,below-window,168,rejected,400,17.8
full,2,attack,extreme,1000000,rejected,400,18
full,2,attack,negative,-62,rejected,400,18.8
full,2,legit,in-window,182,ok,200,127.2
full,2,legit,in-window,190,ok,200,156
full,2,legit,in-window,198,ok,200,111.6
full,2,timed,in-window,193,ok,200,110.2
full,2,timed,in-window,196,ok,200,157.5
full,2,timed,in-window,194,ok,200,78.4
full,2,timed,in-window,179,ok,200,157.1
full,2,timed,in-window,176,ok,200,141.4
full,2,timed,in-window,193,ok,200,94
full,2,timed,in-window,190,ok,200,156.2
full,2,timed,in-window,179,ok,200,157.9
full,2,timed,in-window,195,ok,200,110.5
full,2,timed,in-window,193,ok,200,140.6
full,2,timed,in-window,179,ok,200,94.5
full,2,timed,in-window,177,ok,200,158.4
full,2,timed,in-window,189,ok,200,93.7
full,2,timed,in-window,201,ok,200,109.3
full,2,timed,in-window,200,ok,200,137.4
full,2,timed,in-window,194,ok,200,96
full,2,timed,in-window,187,ok,200,125
full,2,timed,in-window,188,ok,200,155.8
full,2,timed,in-window,181,ok,200,125.7
full,2,timed,in-window,198,ok,200,103.9
full,2,boundary,edge,205,accept(expect accept),200,124.9
full,2,boundary,edge,205.1,reject(expect reject),400,19.4
full,2,boundary,edge,174.9,reject(expect reject),400,17.8
full,3,attack,below-global,117,rejected,400,20.4
full,3,attack,above-global,272,rejected,400,17.4
full,3,attack,above-window,208,rejected,400,18.3
full,3,attack,below-window,164,rejected,400,17.8
full,3,attack,extreme,1000000,rejected,400,17.4
full,3,attack,negative,-31,rejected,400,17.6
full,3,legit,in-window,182,ok,200,142.4
full,3,legit,in-window,190,ok,200,156.4
full,3,legit,in-window,198,ok,200,127
full,3,timed,in-window,189,ok,200,110.1
full,3,timed,in-window,186,ok,200,94.1
full,3,timed,in-window,195,ok,200,95.4
full,3,timed,in-window,177,ok,200,110
full,3,timed,in-window,180,ok,200,110.3
full,3,timed,in-window,193,ok,200,143.3
full,3,timed,in-window,185,ok,200,141.2
full,3,timed,in-window,197,ok,200,140.9
full,3,timed,in-window,188,ok,200,127
full,3,timed,in-window,193,ok,200,156.1
full,3,timed,in-window,192,ok,200,142.1
full,3,timed,in-window,180,ok,200,157
full,3,timed,in-window,182,ok,200,141.1
full,3,timed,in-window,197,ok,200,156.4
full,3,timed,in-window,185,ok,200,113.3
full,3,timed,in-window,186,ok,200,93.1
full,3,timed,in-window,201,ok,200,141.8
full,3,timed,in-window,190,ok,200,156.2
full,3,timed,in-window,193,ok,200,95
full,3,timed,in-window,182,ok,200,126.6
