arm,rep,case,kind,value,verdict,status,latency_ms
full,1,attack,below-global,110,rejected,400,16.6
full,1,attack,above-global,266,rejected,400,16.8
full,1,attack,above-window,218,rejected,400,16.8
full,1,attack,below-window,170,rejected,400,16.9
full,1,attack,extreme,1000000,rejected,400,17.5
full,1,attack,negative,-66,rejected,400,17
full,1,legit,in-window,182,ok,200,125
full,1,legit,in-window,190,ok,200,117.8
full,1,legit,in-window,198,ok,200,109.1
full,1,timed,in-window,199,ok,200,154.1
full,1,timed,in-window,194,ok,200,125.3
full,1,timed,in-window,176,ok,200,110.7
full,1,timed,in-window,199,ok,200,109.7
full,1,timed,in-window,197,ok,200,141.2
full,1,timed,in-window,184,ok,200,108.7
full,1,timed,in-window,179,ok,200,159.8
full,1,timed,in-window,181,ok,200,154.5
full,1,timed,in-window,188,ok,200,108.3
full,1,timed,in-window,197,ok,200,108.2
full,1,timed,in-window,185,ok,200,125.1
full,1,timed,in-window,189,ok,200,139.9
full,1,timed,in-window,197,ok,200,94.1
full,1,timed,in-window,200,ok,200,124.5
full,1,timed,in-window,187,ok,200,78.7
full,1,timed,in-window,185,ok,200,108.1
full,1,timed,in-window,202,ok,200,78.1
full,1,timed,in-window,179,ok,200,154.4
full,1,timed,in-window,182,ok,200,93.1
full,1,timed,in-window,187,ok,200,140.2
full,1,boundary,edge,205,accept(expect accept),200,94.3
full,1,boundary,edge,205.1,reject(expect reject),400,16.6
full,1,boundary,edge,174.9,reject(expect reject),400,17.3
full,2,attack,below-global,116,rejected,400,1.7
full,2,attack,above-global,268,rejected,400,17
full,2,attack,above-window,217,rejected,400,17.4
full,2,attack,below-window,168,rejected,400,21.2
full,2,attack,extreme,1000000,rejected,400,17
full,2,attack,negative,-62,rejected,400,17.2
full,2,legit,in-window,182,ok,200,139.8
full,2,legit,in-window,190,ok,200,124.5
full,2,legit,in-window,198,ok,200,123.6
full,2,timed,in-window,193,ok,200,140.1
full,2,timed,in-window,196,ok,200,110.5
full,2,timed,in-window,194,ok,200,138.9
full,2,timed,in-window,179,ok,200,158.9
full,2,timed,in-window,176,ok,200,92.7
full,2,timed,in-window,193,ok,200,146.7
full,2,timed,in-window,190,ok,200,124.8
full,2,timed,in-window,179,ok,200,94.1
full,2,timed,in-window,195,ok,200,103.3
full,2,timed,in-window,193,ok,200,140.7
full,2,timed,in-window,179,ok,200,142.5
full,2,timed,in-window,177,ok,200,124
full,2,timed,in-window,189,ok,200,94.2
full,2,timed,in-window,201,ok,200,109
full,2,timed,in-window,200,ok,200,174.5
full,2,timed,in-window,194,ok,200,92.9
full,2,timed,in-window,187,ok,200,139.2
full,2,timed,in-window,188,ok,200,93.9
full,2,timed,in-window,181,ok,200,93.6
full,2,timed,in-window,198,ok,200,125.7
full,2,boundary,edge,205,accept(expect accept),200,108.9
full,2,boundary,edge,205.1,reject(expect reject),400,17
full,2,boundary,edge,174.9,reject(expect reject),400,16.9
full,3,attack,below-global,117,rejected,400,17
full,3,attack,above-global,272,rejected,400,16.8
full,3,attack,above-window,208,rejected,400,2.3
full,3,attack,below-window,164,rejected,400,16.5
full,3,attack,extreme,1000000,rejected,400,16.7
full,3,attack,negative,-31,rejected,400,16.8
full,3,legit,in-window,182,ok,200,140
full,3,legit,in-window,190,ok,200,129.6
full,3,legit,in-window,198,ok,200,139.5
full,3,timed,in-window,189,ok,200,108.3
full,3,timed,in-window,186,ok,200,93.2
full,3,timed,in-window,195,ok,200,113.2
full,3,timed,in-window,177,ok,200,124
full,3,timed,in-window,180,ok,200,124.4
full,3,timed,in-window,193,ok,200,123.1
full,3,timed,in-window,185,ok,200,181.8
full,3,timed,in-window,197,ok,200,156.3
full,3,timed,in-window,188,ok,200,92.6
full,3,timed,in-window,193,ok,200,141.1
full,3,timed,in-window,192,ok,200,156.2
full,3,timed,in-window,180,ok,200,93.1
full,3,timed,in-window,182,ok,200,78.2
full,3,timed,in-window,197,ok,200,155.5
full,3,timed,in-window,185,ok,200,117.8
full,3,timed,in-window,186,ok,200,93
full,3,timed,in-window,201,ok,200,125.4
full,3,timed,in-window,190,ok,200,155.7
full,3,timed,in-window,193,ok,200,123.9
full,3,timed,in-window,182,ok,200,139
full,3,boundary,edge,205,accept(expect accept),200,154.6
full,3,boundary,edge,205.1,reject(expect reject),400,18.3
full,3,boundary,edge,174.9,reject(expect reject),400,17.1
no-interlock,1,attack,below-global,115,rejected,400,16.6
no-interlock,1,attack,above-global,264,rejected,400,16.7
no-interlock,1,attack,above-window,210,EXECUTED,200,155.9
no-interlock,1,attack,below-window,160,EXECUTED,200,141.4
no-interlock,1,attack,extreme,1000000,rejected,400,16.6
no-interlock,1,attack,negative,-53,rejected,400,17
no-interlock,1,legit,in-window,182,ok,200,140.3
