arm,rep,case,kind,value,verdict,status,latency_ms
full,1,attack,below-global,110,rejected,400,18.4
full,1,attack,above-global,266,rejected,400,19.1
full,1,attack,above-window,218,rejected,400,17.5
full,1,attack,below-window,170,rejected,400,17.9
full,1,attack,extreme,1000000,rejected,400,17.9
full,1,attack,negative,-66,rejected,400,18.2
full,1,legit,in-window,182,ok,200,78.6
full,1,legit,in-window,190,ok,200,154
full,1,legit,in-window,198,ok,200,94.1
full,1,timed,in-window,199,ok,200,107.1
full,1,timed,in-window,194,ok,200,117.9
full,1,timed,in-window,176,ok,200,109.3
full,1,timed,in-window,199,ok,200,155.9
full,1,timed,in-window,197,ok,200,94.5
full,1,timed,in-window,184,ok,200,124.7
full,1,timed,in-window,179,ok,200,108.9
full,1,timed,in-window,181,ok,200,155.9
full,1,timed,in-window,188,ok,200,155.6
full,1,timed,in-window,197,ok,200,140.3
full,1,timed,in-window,185,ok,200,109.6
full,1,timed,in-window,189,ok,200,155.1
full,1,timed,in-window,197,ok,200,142.3
full,1,timed,in-window,200,ok,200,165.8
full,1,timed,in-window,187,ok,200,156.8
full,1,timed,in-window,185,ok,200,124.5
full,1,timed,in-window,202,ok,200,96.3
full,1,timed,in-window,179,ok,200,129.3
full,1,timed,in-window,182,ok,200,155.7
full,1,timed,in-window,187,ok,200,123.7
full,1,boundary,edge,205,accept(expect accept),200,139.1
full,1,boundary,edge,205.1,reject(expect reject),400,17.8
full,1,boundary,edge,174.9,reject(expect reject),400,18
full,2,attack,below-global,116,rejected,400,17.6
full,2,attack,above-global,268,rejected,400,18.4
full,2,attack,above-window,217,rejected,400,18.5
full,2,attack,below-window,168,rejected,400,17.8
full,2,attack,extreme,1000000,rejected,400,17.7
full,2,attack,negative,-62,rejected,400,18
full,2,legit,in-window,182,ok,200,109.6
full,2,legit,in-window,190,ok,200,141
full,2,legit,in-window,198,ok,200,109.2
full,2,timed,in-window,193,ok,200,141.4
full,2,timed,in-window,196,ok,200,110.3
full,2,timed,in-window,194,ok,200,124.9
full,2,timed,in-window,179,ok,200,109.3
full,2,timed,in-window,176,ok,200,138.7
full,2,timed,in-window,193,ok,200,107.4
full,2,timed,in-window,190,ok,200,125.1
full,2,timed,in-window,179,ok,200,171.3
full,2,timed,in-window,195,ok,200,140.6
full,2,timed,in-window,193,ok,200,124.9
full,2,timed,in-window,179,ok,200,149
full,2,timed,in-window,177,ok,200,125.2
full,2,timed,in-window,189,ok,200,140.5
full,2,timed,in-window,201,ok,200,109.3
full,2,timed,in-window,200,ok,200,153.8
full,2,timed,in-window,194,ok,200,141.3
full,2,timed,in-window,187,ok,200,172.5
full,2,timed,in-window,188,ok,200,78.2
full,2,timed,in-window,181,ok,200,126.1
full,2,timed,in-window,198,ok,200,138.9
full,2,boundary,edge,205,accept(expect accept),200,125.1
full,2,boundary,edge,205.1,reject(expect reject),400,18.1
full,2,boundary,edge,174.9,reject(expect reject),400,18
full,3,attack,below-global,117,rejected,400,3.8
full,3,attack,above-global,272,rejected,400,17.4
full,3,attack,above-window,208,rejected,400,20.4
full,3,attack,below-window,164,rejected,400,18.5
full,3,attack,extreme,1000000,rejected,400,18.4
full,3,attack,negative,-31,rejected,400,17.1
full,3,legit,in-window,182,ok,200,138.4
full,3,legit,in-window,190,ok,200,156.4
full,3,legit,in-window,198,ok,200,94.3
full,3,timed,in-window,189,ok,200,140.3
full,3,timed,in-window,186,ok,200,110.3
full,3,timed,in-window,195,ok,200,96.4
full,3,timed,in-window,177,ok,200,77.7
full,3,timed,in-window,180,ok,200,156.8
full,3,timed,in-window,193,ok,200,109.3
full,3,timed,in-window,185,ok,200,91.3
full,3,timed,in-window,197,ok,200,140.3
